id,title,rating,user
39838906,The Chair,5,754
19857610,"Jesse James: The Life, Times, and Treacherous Death of the Most Infamous Outlaw of All Time",0,754
2998,The Secret Garden,5,754
30840523,Six Scary Stories,3,754
239810,The Best Christmas Pageant Ever (The Herdmans #1),4,754
36904320,"Letters from Max: A Poet, a Teacher, a Friendship",0,754
37564735,Saving Winslow,0,754
40265841,Finding Dorothy,0,754
38508771,In Pieces,0,754
13025154,"Waterborne (Seaborne, #3)",4,756
9401957,Seaborne (Seaborne #1),4,756
10257518,Oceanborne (Seaborne #2),5,756
27266,"Glass Houses (The Morganville Vampires, #1)",5,756
233818,Island of the Blue Dolphins,5,756
114144,Montana Sky,5,756
9416,"Confessions of a Shopaholic (Shopaholic, #1)",3,756
476543,The Darkest Night (Lords of the Underworld #1),0,756
3975774,"Evermore (The Immortals, #1)",0,756
544891,"Beastly (Beastly, #1; Kendra Chronicles, #1)",0,756
11505797,"Beautiful Disaster (Beautiful, #1)",0,756
3236307,"Graceling (Graceling Realm, #1)",0,756
6339664,"Hush, Hush (Hush, Hush, #1)",0,756
10118172,"Spellbound (Spellbound, #1)",0,756
43641,Water for Elephants,4,756
2295829,"Feast of Fools (The Morganville Vampires, #4)",5,756
41865,"Twilight (Twilight, #1)",5,756
930,Memoirs of a Geisha,3,756
4214,Life of Pi,0,756
2767052,"The Hunger Games (The Hunger Games, #1)",0,756
39068419,Interrogating My Chandal Life: An Autobiography of a Dalit,5,757
19441243,The Five Minute Coach: Coaching others to high performance - in as little as five minutes,0,757
41601079,The Silent Patient,5,757
200572,"My Man Jeeves (Jeeves, #1)",3,757
41445611,The Most Important Thing: Uncommon Sense for The Thoughtful Investor,5,757
40180098,The Overstory,5,757
49201449,Poonaachi Allathu Oru Vellatin Kathai (Novel),0,757
40135906,Animal Farm,5,757
27985224,Deep Work: Rules for Focused Success in a Distracted World,0,757
48922054,Good Economics for Hard Times: Better Answers to Our Biggest Problems,0,757
34597986,Understanding How the Future Unfolds: Using DRIVE to Harness the Power of Today's Megatrends,4,757
48590536,மாயப் பெருநிலம் Maaya perunilam,4,757
588138,The Hero With a Thousand Faces,0,757
34066798,A Gentleman in Moscow,0,757
28921,The Remains of the Day,0,757
19985270,"Transfer of Power (Mitch Rapp, #3)",4,757
30115064,Black Holes: The Reith Lectures,4,757
18050143,"Zero to One: Notes on Startups, or How to Build the Future",2,757
68427,"Elantris (Elantris, #1)",5,757
17333223,The Goldfinch,5,757
930,Memoirs of a Geisha,4,758
15753740,The Storyteller,0,758
7445,The Glass Castle,0,758
2184798,Blood River: A Journey to Africa's Broken Heart,4,758
10600242,How to Be a Woman,0,758
25065629,Hunger Makes Me a Modern Girl,0,758
3699320,Scenes and Actions: Unpublished Manuscripts,0,759
9489502,"Cold Vengeance (Pendergast, #11)",4,760
7122034,"Fever Dream (Pendergast, #10)",4,760
136636,Thunderhead (Nora Kelly #0),5,760
39028,"The Wheel of Darkness (Pendergast, #8)",5,760
136638,"Dance of Death (Pendergast, #6; Diogenes, #2)",5,760
2198274,The Monster of Florence,4,760
39033,"Still Life With Crows (Pendergast, #4)",5,760
30068,"The Book of the Dead (Pendergast, #7; Diogenes, #3)",5,760
136637,"Brimstone (Pendergast, #5; Diogenes, #1)",5,760
39030,"Reliquary (Pendergast, #2)",5,760
39031,"The Cabinet of Curiosities (Pendergast, #3)",5,760
1381,The Odyssey,4,760
1371,The Iliad,4,760
30119,Where the Sidewalk Ends,5,760
4406,East of Eden,5,760
233818,Island of the Blue Dolphins,5,760
231804,The Outsiders,5,760
24178,Charlotte's Web,5,760
71728,Jonathan Livingston Seagull,4,760
662,Atlas Shrugged,4,760
25898771,The 80/20 Rule for Dating and Relationships: A New Approach to Compromise without Sacrificing Happiness,0,764
44669509,The Alpha's Breeder: A Fantasy Werewolf Novel (Version 1) (The Breeder),0,768
8511526,The Pregnancy Shock (The Drakos Baby #1),0,768
11505797,"Beautiful Disaster (Beautiful, #1)",0,768
6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",0,768
11870085,The Fault in Our Stars,0,768
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",0,768
18244799,"Hardwired (Hacker, #1)",0,768
41865,"Twilight (Twilight, #1)",5,768
590327,"The Shamer's Daughter (The Shamer Chronicles, #1)",0,769
11503920,"Return of the Thief (The Queen's Thief, #6)",0,769
42771754,"Supernova (Renegades, #3)",0,769
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",5,769
43204703,"A Curse So Dark and Lonely (Cursebreakers, #1)",5,769
35425827,"Archenemies (Renegades, #2)",5,769
26032887,"The Wicked King (The Folk of the Air, #2)",0,769
39320115,"Deathcaster (Shattered Realms, #4)",0,769
31237984,Henchgirl,4,769
26032825,"The Cruel Prince (The Folk of the Air, #1)",0,769
27883214,"Caraval (Caraval, #1)",4,769
33816845,"Stormcaster (Shattered Realms, #3)",4,769
25446343,"Muse of Nightmares (Strange the Dreamer, #2)",5,769
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",4,769
33555224,"Thunderhead (Arc of a Scythe, #2)",0,769
20983362,"Passenger (Passenger, #1)",0,769
31944679,In Other Lands,0,769
9666870,The Demon's Surrender,4,769
6594657,The Demon's Covenant,4,769
28448239,"Bright Smoke, Cold Fire (Bright Smoke, Cold Fire, #1)",0,769
35922356,The Art of Letting God,2,771
7815,The Year of Magical Thinking,5,771
40375495,Hook and Eye: Stories from the Margins,3,771
130200,Gather Together in My Name,4,771
13210,Wouldn't Take Nothing for My Journey Now,3,771
52634103,Bird Summons,3,771
130193,Even The Stars Look Lonesome,5,771
338897,Deal Breakers: When to Work on a Relationship and When to Walk Away,0,771
23602473,God Help the Child,5,771
15783342,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",2,771
1045757,Once,3,771
38746485,Becoming,5,771
13230882,"Fire Child, Water Child: How Understanding the Five Types of ADHD Can Help You Improve Your Child's Self-Esteem and Attention",2,771
6356078,"The Big Book of Realistic Drawing Secrets: Easy Techniques for Drawing People, Animals and More",0,771
27845690,The Course of Love,0,771
328802,Totto-chan: The Little Girl at the Window,0,771
6728738,Committed: A Skeptic Makes Peace with Marriage,3,771
15783514,The Ocean at the End of the Lane,5,771
20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",0,771
23834688,Sick in the Head: Conversations About Life and Comedy,0,771
703635,"Weddings Are Murder (Susan Henshaw, #11)",1,772
34840184,The Perfect Couple,3,772
40721934,The Baker's Secret,3,772
6131767,Henry's Sisters,2,772
38389488,The Reckoning,5,772
1282954,The Last Anniversary,3,772
8949352,Night Road,5,772
41587116,Dear Wife,3,772
40364332,"Inheritance: A Memoir of Genealogy, Paternity, and Love",4,772
28352410,"Bullseye (Michael Bennett, #9)",4,772
24396884,"Alert (Michael Bennett, #8)",4,772
36809135,Where the Crawdads Sing,5,772
20318201,"Burn (Michael Bennett, #7)",4,772
17333279,"Gone (Michael Bennett, #6)",4,772
13037558,"I, Michael Bennett (Michael Bennett, #5)",4,772
8437913,"Tick Tock (Michael Bennett, #4)",4,772
43925876,The Giver of Stars,5,772
15507958,"Me Before You (Me Before You, #1)",4,772
41592780,Mrs. Everything,3,772
42525185,The Stranger Inside,3,772
29780253,Born a Crime: Stories From a South African Childhood,0,773
27220736,Shoe Dog: A Memoir by the Creator of NIKE,5,773
35133922,Educated,5,773
35542451,"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be",4,773
10353369,"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind, Survive Everyday Parenting Struggles, and Help Your Family Thrive",0,773
27246120,The Awakened Family: A Revolution in Parenting,0,773
368593,The 4-Hour Workweek,0,773
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,0,773
18143977,All the Light We Cannot See,0,773
33965707,Unshakeable,0,773
12609433,The Power of Habit: Why We Do What We Do in Life and Business,0,773
152,Anna Karenina,0,773
25899336,When Breath Becomes Air,5,773
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",4,773
1052,The Richest Man in Babylon,0,773
19063,The Book Thief,5,773
9418327,Bossypants,4,773
22557272,The Girl on the Train,4,773
77203,The Kite Runner,5,773
5470,1984,0,773
830214,Elizabeth Gaskell: A Habit of Stories,0,776
592318,My First Five Husbands... And the Ones Who Got Away,0,776
58399,Dust Tracks on a Road,0,776
306822,"Aristocrats: Caroline, Emily, Louisa, and Sarah Lennox, 1740-1832",0,776
9591398,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",0,776
6287100,"We Two: Victoria and Albert: Rulers, Partners, Rivals",0,776
6634223,The Queen Mother: The Official Biography,0,776
2145185,Charlotte & Leopold: The True Story of The Original People's Princess,0,776
7521400,This Time Together: Laughter and Reflection,0,776
22822858,A Little Life,0,776
15725127,Overnight Sensation,0,776
6713071,Last Words,0,776
2785115,Becoming Queen,0,776
381713,"Elizabeth and Mary: Cousins, Rivals, Queens",0,776
6122701,The Tudor Chronicles: 1485-1603,0,776
31086,The Life and Death of Anne Boleyn,0,776
16277245,The Drunken Botanist: The Plants That Create the World's Great Drinks,4,776
13624688,The Time Keeper,4,776
15767449,"A Shard of Ice (Black Symphony, #1)",5,776
13794548,"Disappeared (Inspector Celcius Daly, #1)",5,776
11553583,Prokleta avlija,0,777
278328,Under Three Flags: Anarchism and the Anti-Colonial Imagination,0,777
6329013,On the Origin of Species,0,777
13555925,Το δαιμόνιο,0,777
7051569,Ασθενείς και οδοιπόροι: Τόμος 2,0,777
9530847,Λεωνής,0,777
7055705,"Αργώ, Τόμος 2",0,777
7055644,"Αργώ, Τόμος 1",0,777
7673,Eaters of the Dead,0,778
4645750,Horse Soldiers: The Extraordinary Story of a Band of US Soldiers Who Rode to Victory in Afghanistan,0,778
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,0,778
225806,The Wisdom of the Desert: Sayings from the Desert Fathers of the Fourth Century,0,778
913719,The Book of Deeds of Arms and of Chivalry,0,778
711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,4,778
9525402,"The Heart and the Fist: The Education of a Humanitarian, the Making of a Navy SEAL",5,778
1215358,The Age of Turbulence: Adventures in a New World,0,778
2120783,The Post-American World,0,778
2445973,"The Forgotten Legion (Forgotten Legion Chronicles, #1)",0,778
30659,Meditations,0,778
539904,A Bridge Too Far,0,778
11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3,778
115997,In the Company of Heroes: The Personal Story Behind Black Hawk Down,0,778
1207980,Helmet for My Pillow,0,778
6308079,The Only Thing Worth Dying For: How Eleven Green Berets Forged a New Afghanistan,0,778
19083,Politics,0,778
117031,On War,0,778
130580,Old Yeller,0,778
177523,Rights of Man,0,778
1039455,Ten Thousand Sorrows : The Extraordinary Journey of a Korean War Orphan,0,779
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0,779
18505779,50 Children: One Ordinary American Couple's Extraordinary Rescue Mission into the Heart of Nazi Germany,0,779
18143977,All the Light We Cannot See,0,779
107633,"If You Lived Here, I'd Know Your Name: News from Small-Town Alaska",0,779
12204857,Ghost Boy: My Miraculous Escape from a Life Locked Inside My Own Body,5,779
769697,Party Going,0,779
126912,Loving / Living / Party Going,0,779
771507,Loving,0,779
126914,Concluding,0,779
17902298,I Prayed For Patience: God Gave Me Children,0,779
797329,Maxims,0,779
13529,March,0,779
8615931,The Girl Next Door,3,779
18297047,Fundamental Error: A Katla KillFile,0,779
18297507,Microchip Murder: A Katla KillFile,4,779
18297499,"Peccadillo: A Katla Novel (Amsterdam Assassin, #2)",0,779
18806631,"Rogue: A Katla novel (Amsterdam Assassin, #3)",0,779
18297541,Locked Room: A Katla KillFile,0,779
18297493,"Reprobate: A Katla Novel (Amsterdam Assassin, #1)",0,779
18241,War and Peace,0,780
224208,The Blind Witness,0,780
224209,Smack,0,780
28810250,Get Smart!: How to Think and Act Like the Most Successful and Highest-Paid People in Every Field,0,781
25614500,"Get Smart!: How to Think, Decide, Act, and Get Better Results in Everything You Do",0,781
310259,Love You Forever,0,781
1670818,The Heart of the 5 Love Languages,0,781
54081499,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,0,784
40732778,The 5 Languages of Appreciation in the Workplace: Empowering Organizations by Encouraging People,0,784
45695810,A Gentleman in Moscow,0,784
43278132,The Whisper Man,0,784
44612965,Out of the Silence: After the Crash,0,784
43386674,Over the Top: A Raw Journey to Self-Love,0,784
44303730,Me,0,784
40097951,The Silent Patient,0,784
23848559,Furiously Happy: A Funny Book About Horrible Things,0,784
45046683,Little Secrets,0,784
52501458,"Hard Rain (Rogue, #1)",4,784
43808723,Everything is F*cked: A Book About Hope,0,784
29010395,I Am Not Your Perfect Mexican Daughter,0,784
31434883,Eleanor Oliphant Is Completely Fine,0,784
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,0,784
25066556,Presence: Bringing Your Boldest Self to Your Biggest Challenges,0,784
29236380,Girl in Pieces,0,784
36595101,Fire and Fury: Inside the Trump White House,0,784
23846010,If You Feel Too Much: Thoughts on Things Found and Lost and Hoped For,0,784
9875493,2030: The Real Story of What Happens to America,0,784
27266,"Glass Houses (The Morganville Vampires, #1)",0,785
17245,Dracula,0,785
10692,The Historian,5,785
8110348,The Fledgling Handbook 101,5,785
8652190,"Awakened (House of Night, #8)",5,785
6917952,"Burned (House of Night, #7)",5,785
6262365,"Tempted (House of Night, #6)",5,785
4134071,"Hunted (House of Night, #5)",5,785
1326258,"Chosen (House of Night, #3)",5,785
676924,"Betrayed (House of Night, #2)",5,785
2866718,"Untamed (House of Night, #4)",5,785
30183,"Marked (House of Night, #1)",5,785
12183761,Cerulean Sins / Obsidian Butterfly / Skin Trade / Bloody Bones,5,785
11168893,"Anita Blake, Vampire Hunter: The Laughing Corpse Ultimate Collection",5,785
12605395,"Laurell K. Hamilton's Anita Blake, Vampire Hunter: Circus of the Damned, Volume 3: The Scoundrel",5,785
7907083,Anita Blake Vampire Hunter: Guilty Pleasures Handbook,5,785
11562343,Laughing Corpse,5,785
11562342,The Laughing Corpse,5,785
6388040,"Ardeur: 14 Writers on the Anita Blake, Vampire Hunter Series",0,785
9746631,"Laurell K. Hamilton's Anita Blake, Vampire Hunter: Circus of the Damned, Volume 2: The Ingenue",5,785
338069,"Elizabeth I: Red Rose of the House of Tudor, England, 1544",0,788
11254250,"Cabin Fever (Diary of a Wimpy Kid, #6)",0,788
47301,Zlata's Diary: A Child's Life in Wartime Sarajevo,0,788
228032,Cousins,0,788
60431,Andy Goldsworthy: A Collaboration with Nature,0,789
4070095,Asterios Polyp,0,789
16992,Kingdom Come,0,789
82861,"Safe Area Goražde: The War in Eastern Bosnia, 1992-1995",0,789
106134,"Bone, Vol, 1: Out from Boneville (Bone, #1)",0,789
96358,Batman: The Killing Joke,5,789
95431,"Preacher, Volume 1: Gone to Texas",5,789
38333,Black Hole,0,789
106069,Batman: The Long Halloween,5,789
297627,"The League of Extraordinary Gentlemen, Vol. 1",4,789
21326,"Fables, Vol. 1: Legends in Exile",4,789
5805,V for Vendetta,3,789
59960,Batman: The Dark Knight Returns,0,789
59980,Batman: Year One,0,789
120253,Good Faeries Bad Faeries,5,789
11266880,It Chooses You,0,789
102920,Understanding Comics: The Invisible Art,5,789
395233,The Letters of Vincent van Gogh,5,789
10909804,Just My Type: A Book About Fonts,5,789
10460266,The Talk-Funny Girl,0,789
203064,Abide with Me,0,791
22844166,1922,3,791
37955748,In Pieces,0,791
15803059,Ordinary Grace,0,791
25813942,This Tender Land,0,791
6469165,What Alice Forgot,3,791
17245,Dracula,0,791
12293756,Jack Kennedy: Elusive Hero,0,791
25893709,My Name Is Lucy Barton,0,791
24331362,The Art of Memoir,0,791
217402,Cherry,0,791
6340016,Lit,0,791
14241,The Liars' Club,0,791
18764826,The House We Grew Up In,0,791
23282045,The Anger Meridian,0,791
2657,To Kill a Mockingbird,5,791
1617,"Night  (The Night Trilogy, #1)",5,791
22725927,Wild: From Lost to Found on the Pacific Crest Trail,5,791
15823461,The Burgess Boys,0,791
67,The Known World,0,791
19172408,Be Complete (Colossians): Become the Whole Person God Intends You to Be (The BE Series Commentary),0,793
21025127,"The Wiersbe Bible Study Series: 1 & 2 Timothy, Titus, Philemon: It's Always Too Soon to Quit",0,793
19054715,"The Wiersbe Bible Study Series: 2 Peter, 2&3 John, Jude: Beware of the Religious Imposters",0,793
50204451,Captivated by Christ,0,793
49971334,"James: Portrait of a Living Faith, A 13-Lesson Study",0,793
27214824,"The Story of Everything: How You, Your Pets, and the Swiss Alps Fit into God's Plan for the World",0,793
38235475,Being a Christian: How Jesus Redeems All of Life,0,793
41045494,"The Extraordinary Life of a Mediocre Jock: God, I’ll Do Anything – Just Make Me Awesome",5,793
6380695,"The Ruins of Gorlan (Ranger's Apprentice, #1)",5,793
20799003,Proverbs,0,793
22090201,"Scorpion Mountain (Brotherband Chronicles, #5)",0,793
19352987,"Philippians, Colossians, and Philemon: The Fellowship of the Gospel and The Supremacy of Christ",0,793
34449329,Philippians For You: Shine With Joy as You Live by Faith (God's Word For You Book 18),0,793
48618675,Matthew: An Expositional Commentary,0,793
18866757,Matthew: All Authority in Heaven and on Earth,0,793
10423364,The Parables of Jesus,0,793
19079767,Romans: A 12-Week Study (Knowing the Bible),0,793
19552714,Romans 1-16 MacArthur New Testament Commentary Two Volume Set,0,793
39786763,The Prodigal Prophet: Jonah and the Mystery of God's Mercy,0,793
18923113,On Being a Pastor: Understanding Our Calling and Work,0,793
119322,"The Golden Compass (His Dark Materials, #1)",0,794
18844839,The Deep End of the Sea,0,794
20410977,"Queen of Hearts: The Crown (Queen of Hearts Saga, #1)",0,794
18079501,"A Mad, Wicked Folly",0,794
16068954,"The Scar Boys (The Scar Boys, #1)",0,794
11974142,Mistwalker,0,794
11500217,"Angelfall (Penryn & the End of Days, #1)",0,794
16181630,"Lady Thief (Scarlet, #2)",0,794
18166936,The Strange and Beautiful Sorrows of Ava Lavender,0,794
16068905,Fangirl,0,794
12578305,The Chaos of Stars,0,794
13246736,"Antigoddess (Goddess War, #1)",0,794
4885565,"Skeleton Creek (Skeleton Creek, #1)",0,794
7332,The Silmarillion,0,794
12578294,"Mind Games (Mind Games, #1)",0,794
13206760,"Scarlet (The Lunar Chronicles, #2)",0,794
6131164,"Clockwork Princess (The Infernal Devices, #3)",0,794
13590205,Finding Camlann,0,794
12127810,"The House of Hades (The Heroes of Olympus, #4)",0,794
16071620,Six Earlier Days (Every Day #0.5),0,794
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,0,797
36695178,12 Rules for Life: An Antidote to Chaos,0,797
33395538,Astrophysics for People in a Hurry,4,797
13117020,The Personal MBA: A World-Class Business Education in a Single Volume,0,797
11733490,A History of Ancient Britain,0,797
29064090,Grit: The Power of Passion and Perseverance,0,797
26156469,Never Split the Difference,0,797
23198201,Sapiens: A Brief History of Humankind,4,797
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,0,797
12969026,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,0,797
28188202,Error Australis: the reality recap of Australian history,0,797
25874625,This is London: Life and Death in the World City,3,797
25568199,Quarterly Essay 58 Blood Year: Terror and the Islamic State,4,797
705418,The Limits to Growth: The 30-Year Update,0,797
4069,Man's Search for Meaning,0,797
12228097,"The Chimp Paradox: The Acclaimed Mind Management Programme to Help You Achieve Success, Confidence and Happiness",0,797
18210807,"The Chief Financial Officer: What CFOs Do, the Influence they Have, and Why it Matters",4,797
16158498,Give and Take: A Revolutionary Approach to Success,0,797
16144575,How Asia Works: Success and Failure in the World's Most Dynamic Region,5,797
22571554,Stand Out: How to Find Your Breakthrough Idea and Build a Following Around It,0,797
266661,Fire from the Rock,2,798
5927441,"Just Another Hero (Jericho, #3)",5,798
238016,Double Dutch,3,798
266666,"November Blues (Jericho, #2)",4,798
111011,"Darkness Before Dawn (Hazelwood High, #3)",3,798
119838,"Tears of a Tiger (Hazelwood High, #1)",3,798
214576,Imani All Mine,5,798
568857,Broken China,5,798
6527740,"Last Sacrifice (Vampire Academy, #6)",5,798
6479259,"Spirit Bound (Vampire Academy, #5)",5,798
5996153,"Blood Promise (Vampire Academy, #4)",5,798
2802316,"Shadow Kiss (Vampire Academy, #3)",5,798
2282133,"Frostbite (Vampire Academy, #2)",5,798
345627,"Vampire Academy (Vampire Academy, #1)",5,798
3090465,"The Twilight Saga (Twilight, #1-4)",5,798
1162543,"Breaking Dawn (Twilight, #4)",5,798
49041,"New Moon (Twilight, #2)",5,798
428263,"Eclipse (Twilight, #3)",5,798
41865,"Twilight (Twilight, #1)",5,798
9578981,Around the Way Girls 8,5,798
8153371,The Red Badge of Courage,0,799
18626858,"The Hunger Games (The Hunger Games, #1)",0,799
8423493,"Catching Fire (The Hunger Games, #2)",0,799
8684868,"Mockingjay (The Hunger Games, #3)",0,799
6449505,Suzanne's Diary for Nicholas,0,799
13515239,Extremely Loud and Incredibly Close,0,799
10863203,Confessions of a Call Center Gal,0,799
13009498,Disengaged,0,799
18626824,"Fifty Shades of Grey (Fifty Shades, #1)",0,799
24731740,Fifty Shades Darker (Fifty Shades #2),0,799
13607052,"Fifty Shades Freed (Fifty Shades, #3)",0,799
25843412,Wedlocked: A Novel,0,799
13569542,Sugar Crash,0,799
18652317,Finding Emma,0,799
12037339,"Nothing Stays In Vegas (Vegas, #1)",0,799
18624969,Middle School: Get Me out of Here! - Free Preview (The First 19 Chapters),0,799
12111260,"The Wizard of Time (Wizard of Time, #1)",0,799
12073247,"Middle School, The Worst Years of My Life - Free Preview: The First 20 Chapters",0,799
18894201,Ten Days,0,799
13035568,Another Piece of My Heart,0,799
156463,Finding Noel,5,801
2889121,Grace,5,801
133784,The Sunflower,5,801
161361,"The Christmas Box (The Christmas Box, #1)",5,801
247039,Full of Grace,4,801
975377,The Land of Mango Sunsets,4,801
9729507,"Folly Beach (Lowcountry Tales, #8)",4,801
65403,"Pawleys Island (Lowcountry Tales, #5)",4,801
65398,"Shem Creek (Lowcountry Tales, #4)",4,801
417176,"Isle of Palms (Lowcountry Tales, #3)",4,801
65399,"Sullivan's Island (Lowcountry Tales, #1)",4,801
13167062,Spring Fever,0,801
56065,"Blue Christmas (Weezie and Bebe Mysteries, #3)",0,801
56067,Little Bitty Lies,0,801
1197456,Deep Dish,0,801
56066,"Savannah Breeze (Weezie and Bebe Mysteries, #2)",0,801
5941079,The Fixer Upper,0,801
9751378,Summer Rental,0,801
648194,Hissy Fit,0,801
38030,"Savannah Blues (Weezie and Bebe Mysteries, #1)",4,801
41012533,Fear: Trump in the White House,5,802
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",5,802
20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",5,802
3720975,Handle with Care,5,802
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",5,802
32660808,"Scythe (Arc of a Scythe, #1)",5,802
15837671,Turtles All the Way Down,5,802
31180248,Leah on the Offbeat (Creekwood #2),5,802
32320750,Little Monsters,5,802
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",5,802
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",5,802
18190302,"Percy Jackson and the Lightning Thief (Percy Jackson and the Olympians, #1)",5,802
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",5,802
32075671,"The Hate U Give (The Hate U Give, #1)",5,802
23513349,Milk and Honey,5,802
24695984,Lilith (The Prometheus Saga),5,802
29939230,"A Conjuring of Light (Shades of Magic, #3)",5,802
15798673,A Monster Calls,5,802
28187230,The Woman in Cabin 10,5,802
22299763,"Crooked Kingdom (Six of Crows, #2)",5,802
10662567,"Maid-sama! Vol. 10 (Maid Sama!, #10)",0,803
8085989,Maid-sama! Vol. 08 (Maid Sama! #8),0,803
7577078,Maid-sama! Vol. 07 (Maid Sama! #7),0,803
9722414,"Maid-sama! Vol. 09 (Maid Sama!, #9)",0,803
6706433,"Maid-sama! Vol. 06 (Maid-sama!, #6)",0,803
6660793,Maid-sama! Vol. 05 (Maid-sama! #5),0,803
6609612,Maid-sama! Vol. 04 (Maid-sama! #4),0,803
6609611,Maid-sama! Vol. 03 (Maid-sama! #3),0,803
6081686,Maid-sama! Vol. 02 (Maid-sama! #2),0,803
6081685,"Maid-sama! Vol. 01 (Maid-sama!, #1)",0,803
1722943,"Skip Beat!, Vol. 10",0,803
